Ruta,OperadOR,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,Año_colision,mes_colision,OperadOR Militar,OperadOR no Militar,crashed,failure,weather,other,nuevo_id
"Brandywine, Maryland",Coastal Cargo,Douglas C-47A,2,0,2,2,0,2,0,"Cargo plane. The loss of control of the aircraft which resulted from an icing condition, turbulence, and lack of alertness on the part of the crew. As a result, the aircraft spun, and during the spins, or attempted recovery from the spins, severe air loads were encountered which failed the left horizontal stabilizer and the elevators.",1949,1,0,1,0,0,0,1,3724
"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,Lockheed 18 Lodestar,12,8,4,12,8,4,0,The aircraft crashed shortly after taking off. Engine failure due to fuel contamination.,1949,1,0,1,1,1,0,0,3723
"Near Srinagar, India",Dalmia Jain Airways,Douglas DC-3,13,4,9,13,4,9,0,Crashed en route.,1949,1,0,1,1,0,0,0,3722
"Atlantic Ocean, off Bermuda",British South American Airways,Avro 688 Tudor 4B,20,13,7,20,13,7,0,"Lost at sea on a flight from Bermuda to Kingston, Jamaica. The last radio message reported the plane was crossing 30 degrees N.  Nothing further was heard from the plane. No wreckage was ever found. The weather was good at the time. The plane was named ""Star Ariel."" Cause undetermined.",1949,1,0,1,0,0,1,0,3721
"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,Boeing B-29A Superfortress,20,16,4,20,16,4,0,"The aircraft, part of the 301st BG  15 AFW, cashed into mountains after encountering icing conditions.  The aircraft lost height, clipped the summit of Beinn Tharsuinn in Argyll, and crashed in flames in Succoth Glen below.",1949,1,1,0,1,0,0,0,3720
"Homer, Alaska",Alaska Airlines,Douglas DC-3C,6,3,3,5,3,2,0,"The aircraft departed Homer at night under VFR conditions contrary to company and federal regulations, strayed off course and struck a 3,000 ft. mountain, 27 miles northeast of Homer. The action of the pilot in proceeding off the designated airway at an altitude insufficient to clear the terrain.",1949,1,0,1,0,0,0,1,3719
"Port Washington, New York",Pan American World Airways,Lockheed L-749 / Cessna 140,35,23,12,2,1,1,0,"Midair collision. Two killed on the Cessna, none on the Lockheed which laned safely. The joint failure of the Constellation pilots to observe and avoid the Cessna aircraft in flight and of the Cessna pilot, while on an airway and in an area where a heavy concentration of traffic could be expected, to remain alert and avoid the Constellation.The aircraft was named ""Clipper Monarch of the Skies.""",1949,1,0,1,0,1,0,0,3718
"Castel Benito, Libya",Skyways of London,Douglas C-54A-1-DO Skymaster,53,44,9,1,0,1,0,"The No. 4, followed by the No. 3 engines failed on initial approach. The plane lost altitude and crashed into trees.  Failure of the captain to maintain a safe height, by utilizing the available power of the starboard engines after power failure in the port engine. The reason for this failure by the captain cannot be determined. The power failure in the port engines was caused by fuel starvation brought about by an insuffuciency of fuel in the port tanks. This fuel shortage was the result of the wing tanks being allowed to become progressively unbalanced during the last stage of the flight.",1949,2,0,1,1,1,0,0,3717
"Buenaventura Bay, Colombia",AVIANCA,Consolidated PBY-5A Catalina,14,10,4,3,1,2,0,Crashed while attempting to land.,1949,2,0,1,1,0,0,0,3716
"Off Copenhagen, Denmark",Scandinavian Airlines (SAS),Vickers 628 Viking 1B,27,23,4,27,23,4,0,"Crashed in the sea off the Swedish coast after the pilot was told to enter a holding pattern for Copenhagen, since it was closed to inbound traffic. The aircraft was directed to land on Runway 22 but failed to make the landing. The wreckage was found a month later on the bottom of the ocean. Cause undetermined.",1949,2,0,1,1,0,0,0,3715
"Near Huanuco, Peru",Faucett,Douglas DC-3,16,13,3,16,13,3,0,Struck a mountain as the plane approached Huanuco.,1949,2,0,1,0,0,0,1,3714
"Near Coventry, Warks, England",British European Airways / Military - British,Douglas DC-3 / Avro Anson,14,6,8,14,6,8,0,"Midair collision between a DC-3 and a RAF Avro Anson at 4,500 feet.  Both planes disintegrated and fell to the ground. Ten killed on the DC-3, four on the Avro Anson. Failure on the part of the pilot of each aircraft to ensure the maintenance of an effective lookout.",1949,2,1,0,0,1,0,0,3713
"Near Cuzco, Peru",TAM (Peru),Douglas C-47,26,22,4,22,20,2,0,The aircraft lost control and crashed following a blown tire on takeoff.,1949,2,0,1,1,0,0,0,3712
"Braemar Resevoir, Hong Kong",Cathay Pacific Airways,Douglas DC-3,23,19,4,23,19,4,0,Crashed near Braemar Resevoir after a go-around in poor weather. The crash was attributed to pilot error.,1949,2,0,1,1,0,1,0,3711
"Coolangatta, Australia",Queensland Airlines,Lockheed 18 Lodestar,22,19,3,22,19,3,0,"Crashed on takeoff from Coolangatta.  After becoming airborne, the aircraft was seen to climb very steeply and stall when at a height of 300 ft., roll to the left and crash.",1949,3,0,1,1,0,0,0,3710
"Berlin, Germany",Skyways,Avro 685 York I,3,0,3,3,0,3,0,The cargo plane crashed while attempting to land.,1949,3,0,1,1,0,0,0,3709
"Near Waikanae, New Zealand",New Zealand National Airways,Lockheed 18 Lodestar,15,13,2,15,13,2,0,Crashed into a hill while on approach in low overcast. A navigational error by the pilot-in-command..,1949,3,0,1,1,0,0,0,3708
"Near Mironovo, Russia",Aeroflot,Lisunov Li-2,24,18,6,14,11,3,0,"The flight deviated 60 miles off the proper course, the crew initiated a descent without either establishing their position or making  visual contact with the ground. The plane crashed into a mountain.",1949,4,0,1,1,0,0,0,3707
"Superga, Italy",Avio Linee Italiane,FIAT G-212CP,31,27,4,31,27,4,0,"The aircraft was returning on a flight from Lisboa to Milan with the Torino Soccer Team when the crew decided to land directly at Turin, homebase to the team. In low visibility, rain and thunderstorms, the left wing of the plane struck a wall surrounding the sanctuary of Superga, a mountain near Turin. The aircraft then pivoted, and disintegrated next to the sanctuary killing all aboard.  Error in navigation and poor visiblity.",1949,5,0,1,0,0,0,1,3706
"Near Portland, Dorset, England",Bristop Aeroplane Company,Bristol 170 Freighter 31 Mark II,7,0,7,7,0,7,0,Crashed in the English Channel. Cause unknown.,1949,5,0,1,1,0,0,0,3705
"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,Douglas DC-3,13,10,3,13,10,3,0,"The plane was on a flight from Daet, Camarines to Manila when it crashed after experiencing a violent explosion in the tail of the aircraft. Two ex-convicts confessed to planting a time bomb aboard the flight in order to kill the husband of a woman involved with another man.",1949,5,0,1,1,0,0,0,3704
"Near  Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,25,20,5,25,20,5,0,Crashed after penetrating a thunderstorm.,1949,5,0,1,1,0,0,0,3703
"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Douglas DC-3,22,18,4,22,18,4,0,Crashed into a mountainside 30 miles northeast of Athens. Structural failure while flying through an area of thunderstorm activity.,1949,6,0,1,1,1,0,0,3702
"Near Florianpolis, Brazil",Military - Brazilian Air Force,Douglas C-47B,27,21,6,27,21,6,0,The aircraft crashed into a mountain shortly after taking off from Florianpolis.,1949,6,1,0,1,0,0,0,3701
"San Juan, Puerto Rico",Strato Freight,Curtiss C-46D-5-CU,81,75,6,53,52,1,0,"The aircraft crashed into the Atlantic Ocean during takeoff after a loss of the No. 2 engine. The loss of power in the right engine before the aircraft could attain the optimum single engine climb speed, which together with being overloaded resulted in the aircraft losing altitude and ditching into the ocean. Incorrect spark plugs installed on the No. 2 engine.",1949,6,0,1,1,0,0,0,3700
"Off Bari, Italy",KLM Royal Dutch Airlines,Lockheed 749-79-33 Constellation,33,23,10,33,23,10,0,Crashed into Bari Harbor while en route from Cairo via Athens to Rome. Witnesses observed smoke from an engine followed by smoke from the other engines and fuselage prior to the crash. The plane broke-up in flight.,1949,6,0,1,1,0,0,0,3699
"Near Guildford, Australia",Mac Roberston-Miller Airlines,Douglas C-47A-20-DL,18,14,4,18,14,4,0,The plane rose to 600 ft. then nosed down and crashed into a housing camp south of Guildford shortly after taking off. Caused by a stall attributed to improper loading of the DC-3 which resuled in its center of gravity being beyond the permissible limit.,1949,7,0,1,1,0,0,0,3698
"Chatsworth, California",Standard Airlines,Curtiss C-46E-1-CS,48,44,4,35,32,3,0,The plane was flying in level flight with the gear down. The right wing tip brushed the side of a hill pulling the plane around 90 degrees. It hit the ground and bounced 300 feet into the air and crashed. Pilot's action in descending below the prescribed minimum altitude while executing an ILS approach.,1949,7,0,1,1,0,0,0,3697
"Near Bombay, India",KLM Royal Dutch Airlines,Lockheed L-749-79-33 Constellation,45,34,11,45,34,11,0,"While circling in a blinding monsoon rainstorm, the aircraft crashed into 674 ft. high Ghatkopar hill, 3 miles ENE of the airport. Crew error. Pilots decision to land in weather below prescribed minimums in an area he was not familiar with.",1949,7,0,1,1,0,1,0,3696
"Seattle, Washington",Air Transport Associates,Curtiss C-46F-1-CU,32,28,4,2,2,0,4,A power failure occurred in the No. 1 engine on takeoff and the pilot cut power to both engines and discontinued takeoff.  He then apparently changed his mind and applied power. The left engine continued to malfunction and the aircraft collided with power lines and crashed into houses. Use of improper fuel necessitated operating the aircraft's engines in excess of  operating limits resulting in engine failure. Decision to takeoff after the failure of the left engine.,1949,7,0,1,1,1,0,0,3695
"Marga, Russia",Aeroflot,Ilyushin IL-12,14,8,6,13,8,5,0,The plane crashed after the left engine caught fire.,1949,7,0,1,1,0,0,0,3694
"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,16,12,4,16,12,4,0,"Midair collision with a US Navy F-6F.  The F-6F was buzzing a small private aircraft which was cruising below the DC-3. The F-6F had pulled up into a climbing turn and collided with the DC-3. All fifteen killed on the DC-3, and one on the F-6F. Reckless conduct of the Navy pilot in performing aerobatic maneuvers on a civil airway.",1949,7,1,0,0,0,0,1,3693
"Jaquirana, Brazil",Varig,Curtiss C-46D-10-CU,36,30,6,5,4,1,0,"Twenty minutes before arriving a Porto Alegre, a fire was discovered in cargo hold ""G.""  The pilot executed an emergency descent while the crew tried to extinguish the flames to no avail. As the plane attempted to land, the panicking passengers rushed to the front of the plane to escape the flames causing the center of gravity to change, resulting in a hard landing. The cause of the fire in the hold ""G"" was not determined.",1949,8,0,1,0,0,0,1,3692
"Salasaca, Ecuador",Shell Co of Ecuador,Bristol 170 Freighter 21,34,31,3,34,31,3,0,The aircraft was part of relief efforts of the Ecuador earthquake.,1949,8,0,1,0,0,0,1,3691
"Near Bogota, Colombia",SAETA,Douglas C-47,32,29,3,32,29,3,0,Crashed in the Andes mountains while  en route.,1949,8,0,1,1,0,0,0,3690
"Off Lurga Point, Ireland",Transocean Air Lines,Douglas DC-3 (C-54A-DO),58,49,9,8,7,1,0,"Fuel exhaustion forced the plane to ditch in the Atlantic Ocean, 15 km off the coast of Ireland. The plane stayed afloat for 15 minutes but 8 occupants died due to exposure or drowning. Failure of the captain to properly supervise the crew while en route.",1949,8,0,1,0,1,0,0,3689
"Near Oldham, England",British European Airways,Douglas DC-3,32,29,3,24,21,3,0,"Crashed into Wimberry Rocks, Dovestones, Greenfield, near Oldham at 1,700 feet, 15 nm short of its destination.  Navigational error and improper approach procedure. Failure to check the position of the aircraft accurately before descent from a safe altitude.",1949,8,0,1,1,1,0,0,3688
"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Consolidated Canso (amphibian),21,14,7,21,14,7,0,Crashed and burned in a wooded area after entering an area of thunderstorms.,1949,8,1,0,1,0,0,0,3687
"Leopoldville, Zaire",Sabena,Douglas C-47B-5-DK,20,17,3,5,3,2,0,The aircraft did not achieve a proper climb rate after taking off and crashed while making a low altitude right turn. Water in the fuel and excessive lead on the spark plugs.,1949,8,0,1,1,0,0,0,3686
"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,Douglas DC-3,23,19,4,23,19,4,0,"The aircraft disintegrated in flight 40 miles outside of Quebec.  Detonation of a dynamite bomb in the forward baggage compartment. Planted by Albert Guay, a jeweler, in a plot to kill his wife who was a passenger on the plane. Guay, who assembled the bomb, had his accomplice, Marguerite Pitre, air express the bomb on the aircraft. Ms. Pitre's brother, a clockmaker, helped make the timing mechanism. The insurance policy was for $15,000.  All three were hanged for their crimes.",1949,9,0,1,0,0,0,1,3685
"Mt. Popocatepetl, Mexico",Mexicana,Douglas DC-3,24,21,3,24,21,3,0,"Crashed into a 15,000 ft. snow covered volcano, Mt. Popocatepetl. Flying VFR in IFR conditions.",1949,9,0,1,1,0,0,0,3684
"Near Castilla, Argentina",Flota Aérea Mercante Argentina,Douglas C-54A-1-DO,27,20,7,5,2,3,0,Crashed after an in-flight fire. The plane tried to make a forced landing but crashed before reaching the air strip. Returning from a mercy mission in Ecuador for earthquake relief.,1949,9,0,1,1,0,0,0,3683
"Cheyenne, Wyoming",Slick Airways,Curtiss C-46E-1-CS,4,2,2,4,2,2,0,"Diverted to Cheyenne, while on approach, the aircraft crashed 2.5 miles short of the runway after encountering severe turbulence and icing. Loss of control of the aircraft during an instrument approach to Cheyenne, under conditions of heavy icing and severe turbulence.",1949,10,0,1,1,0,0,0,3682
"San Miguel Island, Azores",Air France,Lockheed 749-79-33 Constellation,48,37,11,48,37,11,0,"While attempting for the third time to land at Santa Maria, the aircraft, flew into Redondo Mountain at 2,950 ft. on San Miguel Island. Crew error. Failure to carry out either of the two approach procedures adopted for Santa Maria airport. False position report give by crew. Inadequate navigation.  Failure to identify Santa Maria airport when flying in VFR conditions. French middleweight boxing champion Marcel Cerdan, 33, and French violinist, Ginette Neveu killed.",1949,10,0,1,0,1,0,0,3681
